code,name,description,refreshed_at,from_date,to_date
138848,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 23 - Regular Plan -Growth,ISIN Div Payout/ ISIN Growth: INF223J014G9,2017-12-27 20:01:42,2016-08-30,2017-07-06
138849,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 23 - Regular Plan -Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF223J012G3,2017-12-27 20:01:42,2016-08-30,2017-07-06
138850,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 23 - Regular Plan -Regular Dividend,ISIN Div Payout/ ISIN Growth: INF223J011G5,2017-12-27 20:01:42,2016-08-30,2017-07-06
138853,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 75 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF663L01WF6,2017-12-27 20:01:41,2016-08-30,2017-08-16
138855,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 75 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF663L01WG4,2017-12-27 20:01:41,2016-08-30,2017-08-16
138856,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 75 - Regular Plan - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF663L01WI0,2017-12-27 20:01:41,2016-08-30,2017-08-16
138857,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 75 - Regular Plan - Regular Dividend,ISIN Div Payout/ ISIN Growth: INF663L01WH2,2017-12-27 20:01:41,2016-08-30,2017-08-16
138860,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 27 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223J018K2,2017-12-27 20:01:42,2016-08-30,2017-09-13
138861,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 27 - Direct Plan - Dividend,ISIN Div Payout/ ISIN Growth: INF223J015K8,2017-12-27 20:01:42,2016-08-30,2017-09-13
138865,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 27 - Regular Plan - Regular Dividend,ISIN Div Payout/ ISIN Growth: INF223J011K7,2017-12-27 20:01:42,2016-08-30,2017-09-13
138866,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 27 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223J014K1,2017-12-27 20:01:42,2016-08-30,2017-09-13
138867,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 26 - Direct Plan - Annunal Dividend,ISIN Div Payout/ ISIN Growth: INF223J017O6,2017-12-27 20:01:42,2016-08-30,2017-09-11
138869,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Dund - Series 26 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223J018O4,2017-12-27 20:01:42,2016-08-30,2017-09-11
138871,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 26 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223J014O3,2017-12-27 20:01:42,2016-08-30,2017-09-11
138872,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 26 - Regular Plan - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF223J012O7,2017-12-27 20:01:42,2016-08-30,2017-09-11
138873,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 26 - Regular Plan - Regular Dividend,ISIN Div Payout/ ISIN Growth: INF223J011O9,2017-12-27 20:01:42,2016-08-30,2017-09-11
138874,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 26 - Regular Plan - Annual Dividend,ISIN Div Payout/ ISIN Growth: INF223J013O5,2017-12-27 20:01:42,2016-08-30,2017-09-11
138875,DHFL Pramerica Mutual Fund - DHFL Pramerica Arbitrage Fund - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223J013N7,2018-10-03 11:01:26,2016-08-30,2018-10-01
138876,DHFL Pramerica Mutual Fund - DHFL Pramerica Arbitrage Fund - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223J019N4,2018-10-03 11:01:26,2016-08-30,2018-10-01
138877,DHFL Pramerica Mutual Fund - DHFL Pramerica Arbitrage Fund - Direct Plan - Regular Dividend,ISIN Div Payout/ ISIN Growth: INF223J019M6<br><br>ISIN Div Reinvestment: INF223J014N5,2018-10-03 11:01:26,2016-08-30,2018-10-01
138878,DHFL Pramerica Mutual Fund - DHFL Pramerica Arbitrage Fund - Direct Plan - Monthly Dividend,ISIN Div Payout/ ISIN Growth: INF223J011N1<br><br>ISIN Div Reinvestment: INF223J016N0,2018-10-03 11:01:26,2016-08-30,2018-10-01
138879,DHFL Pramerica Mutual Fund - DHFL Pramerica Arbitrage Fund - Direct Plan - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF223J010N3<br><br>ISIN Div Reinvestment: INF223J015N2,2018-10-03 11:01:26,2016-08-30,2018-10-01
138880,DHFL Pramerica Mutual Fund - DHFL Pramerica Arbitrage Fund - Direct Plan - Annual Dividend,ISIN Div Payout/ ISIN Growth: INF223J012N9,2018-10-03 11:01:26,2016-08-30,2018-10-01
138883,DHFL Pramerica Mutual Fund - DHFL Pramerica Arbitrage Fund - Regular Plan - Monthly Dividend,ISIN Div Payout/ ISIN Growth: INF223J011M3<br><br>ISIN Div Reinvestment: INF223J015M4,2018-10-03 11:01:26,2016-08-30,2018-10-01
138884,DHFL Pramerica Mutual Fund - DHFL Pramerica Arbitrage Fund - Regular Plan - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF223J010M5<br><br>ISIN Div Reinvestment: INF223J014M7,2018-10-03 11:01:26,2016-08-30,2018-10-01
138885,DHFL Pramerica Mutual Fund - DHFL Pramerica Arbitrage Fund - Regular Plan - Annual Dividend,ISIN Div Payout/ ISIN Growth: INF223J012M1<br><br>ISIN Div Reinvestment: INF223J016M2,2018-10-03 11:01:26,2016-08-30,2018-10-01
138887,DHFL Pramerica Mutual Fund - DHFL Pramerica Arbitrage Fund - Regular Plan - Regular Dividend,ISIN Div Payout/ ISIN Growth: INF223J019L8<br><br>ISIN Div Reinvestment: INF223J013M9,2018-10-03 11:01:26,2016-08-30,2018-10-01
138891,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 29 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223J012R0,2017-12-27 20:01:42,2016-08-30,2017-12-14
138893,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 29 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223J018Q9,2017-12-27 20:01:42,2016-08-30,2017-12-14
138894,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 29 - Regular Plan - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF223J016Q3,2017-12-27 20:01:42,2016-08-30,2017-12-14
138895,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 29 - Regular Plan - Regular Dividend,ISIN Div Payout/ ISIN Growth: INF223J015Q5,2017-12-27 20:01:42,2016-08-30,2017-12-14
138896,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 29 - Regular Plan - Annual Dividend,ISIN Div Payout/ ISIN Growth: INF223J017Q1,2017-12-27 20:01:42,2016-08-30,2017-12-14
138897,DHFL Pramerica Mutual Fund - DHFL Pramerica Credit Risk Fund - Direct Plan - Annual Dividend,ISIN Div Payout/ ISIN Growth: INF663L01GG7<br><br>ISIN Div Reinvestment: INF663L01GH5,2018-10-03 11:00:56,2016-08-30,2018-10-01
138898,DHFL Pramerica Mutual Fund - DHFL Pramerica Credit Risk Fund - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF663L01GB8,2018-10-03 11:00:56,2016-08-30,2018-10-01
138899,DHFL Pramerica Mutual Fund - DHFL Pramerica Credit Risk Fund - Direct Plan - Monthly Dividend,ISIN Div Payout/ ISIN Growth: INF663L01GC6<br><br>ISIN Div Reinvestment: INF663L01GD4,2018-10-03 11:00:56,2016-08-30,2018-10-01
138900,DHFL Pramerica Mutual Fund - DHFL Pramerica Credit Risk Fund - Direct Plan - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF663L01GF9,2018-10-03 11:00:56,2016-08-30,2018-10-01
138902,DHFL Pramerica Mutual Fund - DHFL Pramerica Credit Risk Fund - Direct Plan - Dividend,ISIN Div Payout/ ISIN Growth: INF663L01GI3<br><br>ISIN Div Reinvestment: INF663L01GJ1,2018-10-03 11:00:56,2016-08-30,2017-01-02
138903,DHFL Pramerica Mutual Fund - DHFL Pramerica Credit Risk Fund - Regular Plan - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF663L01GN3<br><br>ISIN Div Reinvestment: INF663L01GO1,2018-10-03 11:00:56,2016-08-30,2018-10-01
138905,DHFL Pramerica Mutual Fund - DHFL Pramerica Credit Risk Fund - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF663L01GK9,2018-10-03 11:00:56,2016-08-30,2018-10-01
138906,DHFL Pramerica Mutual Fund - DHFL Pramerica Credit Risk Fund - Regular Plan - Monthly Dividend,ISIN Div Payout/ ISIN Growth: INF663L01GL7<br><br>ISIN Div Reinvestment: INF663L01GM5,2018-10-03 11:00:56,2016-08-30,2018-10-01
138907,DHFL Pramerica Mutual Fund - DHFL Pramerica Credit Risk Fund - Regular Plan - Annual Dividend,ISIN Div Payout/ ISIN Growth: INF663L01FZ9<br><br>ISIN Div Reinvestment: INF663L01GA0,2018-10-03 11:00:56,2016-08-30,2018-10-01
138908,DHFL Pramerica Mutual Fund - DHFL Pramerica Credit Risk Fund - Regular Plan - Dividend,ISIN Div Payout/ ISIN Growth: INF663L01GP8<br><br>ISIN Div Reinvestment: INF663L01GQ6,2018-10-03 11:00:56,2016-08-30,2018-10-01
138911,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 77 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223J018V9,2017-12-27 20:01:41,2016-08-30,2017-10-04
138913,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 77 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223J014V8,2017-12-27 20:01:41,2016-08-30,2017-10-04
138915,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 77 - Regular Plan - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF223J012V2,2017-12-27 20:01:41,2016-08-30,2017-10-04
138917,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 78 - Direct Plan - Annual Dividend,ISIN Div Payout/ ISIN Growth: INF223J016W1,2017-12-27 20:01:41,2016-08-30,2017-10-23
138919,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 78 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223J013W8,2017-12-27 20:01:41,2016-08-30,2017-10-23
138921,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 78 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223J017W9,2017-12-27 20:01:41,2016-08-30,2017-10-23
138927,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 31 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223J015X1,2017-12-27 20:01:42,2016-08-30,2017-10-25
138929,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 31 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223J011X0,2017-12-27 20:01:42,2016-08-30,2017-10-25
138930,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 31 - Regular Plan - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF223J019W5,2017-12-27 20:01:42,2016-08-30,2017-10-25
138931,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 31 - Regular Plan - Regular Dividend,ISIN Div Payout/ ISIN Growth: INF223J018W7,2017-12-27 20:01:42,2016-08-30,2017-10-25
138932,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 31 - Regular Plan - Annual Dividend,ISIN Div Payout/ ISIN Growth: INF223J010X2,2017-12-27 20:01:42,2016-08-30,2017-10-25
138934,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 32 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1032,2017-12-27 20:01:42,2016-08-30,2017-12-04
138937,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 32 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1073,2017-12-27 20:01:42,2016-08-30,2017-12-04
138938,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 32 - Regular Plan - Annual Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1065,2017-12-27 20:01:42,2016-08-30,2017-12-04
138939,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 32 - Regular Plan - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1081,2017-12-27 20:01:42,2016-08-30,2017-12-04
138940,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 32 - Regular Plan - Regular Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1099,2017-12-27 20:01:42,2016-08-30,2017-12-04
138942,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 82 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1172,2017-12-27 20:01:41,2016-08-30,2017-11-21
138947,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 82 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1131,2017-12-27 20:01:41,2016-08-30,2017-11-21
138948,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 82 - Regular Plan - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1115,2017-12-27 20:01:41,2016-08-30,2017-11-21
138949,DHFL Pramerica Mutual Fund - DHFL Pramerica Mid Cap Fund - Series 1 - Direct Plan - Dividend (Payout),ISIN Div Payout/ ISIN Growth: INF223JA1289,2017-12-27 20:01:34,2016-08-30,2017-12-14
138950,DHFL Pramerica Mutual Fund - DHFL Pramerica Mid Cap Fund - Series 1 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1297,2017-12-27 20:01:34,2016-08-30,2017-12-14
138951,DHFL Pramerica Mutual Fund - DHFL Pramerica Mid Cap Fund - Series 1 - Regular Plan - Dividend (Payout),ISIN Div Payout/ ISIN Growth: INF223JA1263,2017-12-27 20:01:34,2016-08-30,2017-12-14
138952,DHFL Pramerica Mutual Fund - DHFL Pramerica Mid Cap Fund - Series 1 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1271,2017-12-27 20:01:34,2016-08-30,2017-12-14
138953,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 33 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1370,2017-12-27 20:01:42,2016-08-30,2017-12-14
138956,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Sereis 33 - Direct Plan - Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1347,2017-12-27 20:01:42,2016-08-30,2017-12-14
138957,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 33 - Regular Plan - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1313,2017-12-27 20:01:42,2016-08-30,2017-12-14
138958,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 33 - Regular Plan - Regular Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1305,2017-12-27 20:01:42,2016-08-30,2017-12-14
138959,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed term Fund - Series 33 - Regular Plan - Annual Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1321,2017-12-27 20:01:42,2016-08-30,2017-12-14
138960,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybird Fixed Term Fund - Series 33 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1339,2017-12-27 20:01:42,2016-08-30,2017-12-14
138962,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 34 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1537,2017-12-27 20:01:42,2016-08-30,2017-12-14
138965,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 34 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1495,2017-12-27 20:01:42,2016-08-30,2017-12-14
138966,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 34 - Regular Plan - Regular Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1461,2017-12-27 20:01:42,2016-08-30,2017-12-14
138967,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 34 - Regular Plan - Annual Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1487,2017-12-27 20:01:42,2016-08-30,2017-12-14
138968,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 34 - Regular Plan - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1479,2017-12-27 20:01:42,2016-08-30,2017-12-14
138970,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 35 - Direct Plan - Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1719,2017-12-27 20:01:42,2016-08-30,2017-12-14
138971,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid fixed Term Fund - Series 35 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1743,2017-12-27 20:01:42,2016-08-30,2017-12-14
138973,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 35 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1701,2017-12-27 20:01:42,2016-08-30,2017-12-14
138974,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 35 - Regular Plan - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1685,2017-12-27 20:01:42,2016-08-30,2017-12-14
138975,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 35 - Regular Plan - Regular Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1677,2017-12-27 20:01:42,2016-08-30,2017-12-14
138976,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 35 - Regular Plan - Annual Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1693,2017-12-27 20:01:42,2016-08-30,2017-12-14
138979,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 85 - Regular Plan - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1AA6,2017-12-27 20:01:41,2016-08-30,2017-12-14
138980,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 85 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1AG3,2017-12-27 20:01:41,2016-08-30,2017-12-14
138982,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 85 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1AC2,2017-12-27 20:01:41,2016-08-30,2017-12-14
138983,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 85 - Regular Plan - Regular Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1990,2017-12-27 20:01:41,2016-08-30,2017-12-14
138984,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Matuirty Plan - Series 85 - Regular Plan - Annual Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1AB4,2017-12-27 20:01:41,2016-08-30,2017-12-14
138985,DHFL Pramerica Mutual Fund - DHFL Pramerica Large Cap Fund - Series 1 - Direct Plan - Dividend (Payout),ISIN Div Payout/ ISIN Growth: INF223JA1AR0,2017-12-27 20:01:34,2016-08-30,2017-12-14
138986,DHFL Pramerica Mutual Fund - DHFL Pramerica Large Cap Fund - Series 1 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1AS8,2017-12-27 20:01:34,2016-08-30,2017-12-14
138987,DHFL Pramerica Mutual Fund - DHFL Pramerica Large Cap Fund - Series 1 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1AQ2,2017-12-27 20:01:34,2016-08-30,2017-12-14
138988,DHFL Pramerica Mutual Fund - DHFL Pramerica Large Cap Fund - Series 1 - Regular Plan - Dividend (Payout),ISIN Div Payout/ ISIN Growth: INF223JA1AP4,2017-12-27 20:01:34,2016-08-30,2017-12-14
138989,DHFL Pramerica Mutual Fund - DHFL Pramerica Large Cap Fund - Series 2 - Regular Plan - Dividend (Payout),ISIN Div Payout/ ISIN Growth: INF223JA1BG1,2017-12-27 20:01:34,2016-08-30,2017-12-14
138990,DHFL Pramerica Mutual Fund - DHFL Pramerica Large Cap Fund - Series 2 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1BH9,2017-12-27 20:01:34,2016-08-30,2017-12-14
138991,DHFL Pramerica Mutual Fund - DHFL Pramerica Large Cap Fund - Series 2 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1BJ5,2017-12-27 20:01:34,2016-08-30,2017-12-14
138992,DHFL Pramerica Mutual Fund - DHFL Pramerica Large Cap Fund - Series 2 - Direct Plan - Dividend (Payout),ISIN Div Payout/ ISIN Growth: INF223JA1BI7,2017-12-27 20:01:34,2016-08-30,2017-12-14
138995,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 37 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1BN7,2017-12-27 20:01:42,2016-08-30,2017-12-14
138996,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 37 - Regular Plan - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1BL1,2017-12-27 20:01:42,2016-08-30,2017-12-14
138997,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 37 - Regular Plan - Regular Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1BK3,2017-12-27 20:01:42,2016-08-30,2017-12-14
138998,DHFL Pramerica Mutual Fund - DHFL Pramerica hybrid Fixed Term Fund - Series 37 - Regular Plan - Annual Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1BM9,2017-12-27 20:01:42,2016-08-30,2017-12-14
138999,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 37 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1BR8,2017-12-27 20:01:42,2016-08-30,2017-12-14
139002,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 86 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1CH7,2017-12-27 20:01:41,2016-08-30,2017-12-14
139005,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 86 - Regular Plan - Regular Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1CA2,2017-12-27 20:01:41,2016-08-30,2017-12-14
139008,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 86 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1CD6,2017-12-27 20:01:41,2016-08-30,2017-12-14
139012,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 87 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1CL9,2017-12-27 20:01:41,2016-08-30,2017-12-14
139016,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 87 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1CP0,2017-12-27 20:01:41,2016-08-30,2017-12-14
139017,DHFL Pramerica Mutual Fund - DHFL Pramerica Large Cap Fund - Series 3 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1FU3,2017-12-27 20:01:34,2016-08-30,2017-12-14
139018,DHFL Pramerica Mutual Fund - DHFL Pramerica Large Cap Fund - Series 3 - Regular Plan - Dividend (Payout),ISIN Div Payout/ ISIN Growth: INF223JA1FS7,2017-12-27 20:01:34,2016-08-30,2017-12-14
139019,DHFL Pramerica Mutual Fund - DHFL Pramerica Large Cap Fund - Series 3 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1FV1,2017-12-27 20:01:34,2016-08-30,2017-12-14
139020,DHFL Pramerica Mutual Fund - DHFL Pramerica Large Cap Fund - Series 3 - Direct Plan - Dividend (Payout),ISIN Div Payout/ ISIN Growth: INF223JA1FT5,2017-12-27 20:01:34,2016-08-30,2017-12-14
139021,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 39 - Direct Plan - Regular Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1HN4,2017-12-27 20:01:42,2016-08-30,2017-12-14
139023,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 39 - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1HL8,2017-12-27 20:01:42,2016-08-30,2017-12-14
139025,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 39 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1HP9,2017-12-27 20:01:42,2016-08-30,2017-12-14
139026,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 39 - Regular Plan - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1HQ7,2017-12-27 20:01:42,2016-08-30,2017-12-14
139027,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 39 - Regular Plan - Regular Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1HR5,2017-12-27 20:01:42,2016-08-30,2017-12-14
139028,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 39 - Regular Plan - Annual Dividend,ISIN Div Payout/ ISIN Growth: INF223JA1HO2,2017-12-27 20:01:42,2016-08-30,2017-12-14
139029,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 91 - Direct Option - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1HT1,2017-12-27 20:01:41,2016-08-30,2017-12-14
139030,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Maturity Plan - Series 91 - Regular Option - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1HX3,2017-12-27 20:01:41,2016-08-30,2017-12-14
139045,DHFL Pramerica Mutual Fund - DHFL Pramerica Hybrid Fixed Term Fund - Series 40 - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF223JA1IS1,2017-12-27 20:01:42,2016-08-30,2017-12-14
